PatientID,DataSilo,BirthDate,InsuranceStatus,SexNeuterStatus,VetCompassBreed,Bodyweight,DateofFirstPresentationofDiarrhoea,Duration,Vomiting,ReducedAppetite,Pyrexia,Hematochezia,AntibioticTreatment,GINutraceutical,DietaryManagement,Antiparasitic,GastrointestinalAgent,Resolution,ComorbidityatDiagnosis,TreatmentEscalation 
832892,0,02/06/2018 00:00,0,Male_Entire,Lhasa Apso,7,02/03/2019 00:00,4-7 days.,1,0,0,0,Antibiotic,NoGInutraceutical,0,0,0,1,0,No
552953,3,02/05/2018 00:00,1,Male_Entire,Crossbreed,40.5,30/01/2019 00:00,24hrs to 48hrs,0,0,0,1,Antibiotic,GInutraceutical,0,0,0,1,0,No
120867,1,01/05/2018 00:00,0,Male_Entire,Crossbreed,18.8,30/01/2019 00:00,Less than 24hrs,0,1,1,0,NonAntibiotic,GInutraceutical,1,1,0,1,0,No
110407,1,09/09/2018 00:00,0,Female_Entire,Staffordshire Bull Terrier,16.6,12/06/2019 00:00,48hrs to 96hrs,1,1,0,0,Antibiotic,GInutraceutical,1,0,1,1,0,No
687175,3,31/03/2018 00:00,1,Male_Entire,Labrador Retriever,28.8,04/01/2019 00:00,48hrs to 96hrs,1,1,0,0,NonAntibiotic,GInutraceutical,1,1,0,0,0,Yes
434339,4,14/12/2018 00:00,0,Female_Neutered,French Bulldog,4.9,15/03/2019 00:00,48hrs to 96hrs,0,0,0,0,NonAntibiotic,NoGInutraceutical,0,0,0,0,0,No
430589,3,09/09/2018 00:00,0,Male_Entire,French Bulldog,15.1,21/06/2019 00:00,Less than 24hrs,0,0,0,0,NonAntibiotic,GInutraceutical,1,0,0,1,1,No
259528,1,18/08/2018 00:00,0,Not Recorded,Crossbreed,19,30/05/2019 00:00,Not Stated,1,0,0,0,Antibiotic,NoGInutraceutical,0,0,0,1,0,No
525548,4,18/06/2018 00:00,0,Male_Entire,Pug,NA,30/03/2019 00:00,Less than 24hrs,0,0,1,1,NonAntibiotic,GInutraceutical,1,0,0,1,0,No
727138,0,06/06/2018 00:00,0,Female_Neutered,Crossbreed,NA,19/03/2019 00:00,48hrs to 96hrs,0,0,0,1,NonAntibiotic,GInutraceutical,1,0,0,1,0,No
190313,0,28/09/2018 00:00,0,Male_Entire,Labrador Retriever,17.2,16/07/2019 00:00,4-7 days.,1,0,0,0,NonAntibiotic,GInutraceutical,1,0,1,1,0,No
689867,0,05/04/2018 00:00,0,Male_Neutered,German Shepherd Dog,NA,22/01/2019 00:00,Not Stated,0,0,0,0,Antibiotic,GInutraceutical,1,0,0,1,0,No
964084,4,17/10/2018 00:00,0,Female_Neutered,Labradoodle,8.3,07/08/2019 00:00,24hrs to 48hrs,0,0,0,0,Antibiotic,GInutraceutical,0,0,0,1,0,No
618978,1,26/06/2018 00:00,0,Female_Entire,Flat Coated Retriever,30,16/04/2019 00:00,48hrs to 96hrs,1,0,0,0,NonAntibiotic,GInutraceutical,0,0,0,1,1,No
333760,0,31/03/2018 00:00,0,Female_Neutered,Cockapoo,8.2,23/01/2019 00:00,48hrs to 96hrs,0,0,0,0,Antibiotic,GInutraceutical,0,0,0,1,0,No
593020,1,04/10/2018 00:00,0,Male_Entire,Italian Spinone,NA,29/07/2019 00:00,Less than 24hrs,0,0,0,0,NonAntibiotic,NoGInutraceutical,1,0,0,0,0,No
442967,4,26/04/2018 00:00,0,Male_Entire,Rottweiler,NA,19/02/2019 00:00,48hrs to 96hrs,1,0,0,1,NonAntibiotic,GInutraceutical,0,0,0,0,1,Yes
297931,4,18/08/2018 00:00,0,Male_Neutered,Pug,11,14/06/2019 00:00,Less than 24hrs,1,0,0,0,NonAntibiotic,NoGInutraceutical,0,0,1,1,0,No
131651,0,10/03/2018 00:00,0,Male_Entire,Border Collie,14.8,04/01/2019 00:00,24hrs to 48hrs,0,0,0,1,Antibiotic,GInutraceutical,1,0,0,1,0,No
151496,3,07/11/2018 00:00,1,Female_Entire,Pomsky,13.4,05/09/2019 00:00,Less than 24hrs,1,0,0,0,Antibiotic,GInutraceutical,0,0,0,1,0,No
117036,0,07/08/2018 00:00,1,Female_Neutered,Jack Russell Terrier,5.7,07/06/2019 00:00,24hrs to 48hrs,1,0,0,0,NonAntibiotic,NoGInutraceutical,1,0,1,1,0,No
745313,1,10/06/2018 00:00,0,Female_Neutered,Crossbreed,6.9,10/04/2019 00:00,48hrs to 96hrs,1,0,0,0,NonAntibiotic,GInutraceutical,1,0,0,1,0,No
993998,4,15/12/2018 00:00,0,Male_Neutered,Labradoodle,14.6,15/10/2019 00:00,4-7 days.,0,0,1,0,NonAntibiotic,GInutraceutical,1,0,0,1,1,No
287713,0,27/11/2018 00:00,0,Male_Entire,Border Collie,NA,27/09/2019 00:00,Not Stated,0,0,0,0,Antibiotic,GInutraceutical,0,0,0,1,0,No
878804,0,11/02/2019 00:00,0,Male_Entire,American Bulldog,32.4,13/12/2019 00:00,48hrs to 96hrs,0,0,0,0,Antibiotic,NoGInutraceutical,1,0,0,1,0,No
49757,1,18/11/2018 00:00,0,Male_Entire,Shih-tzu,7.7,20/09/2019 00:00,Less than 24hrs,1,1,0,0,NonAntibiotic,GInutraceutical,1,1,1,1,0,No
567041,4,12/09/2018 00:00,0,Male_Entire,Cockapoo,8.1,15/07/2019 00:00,48hrs to 96hrs,0,0,0,1,NonAntibiotic,GInutraceutical,0,1,0,1,0,No
988312,4,07/06/2018 00:00,0,Male_Entire,Kerry Blue Terrier,14.2,08/04/2019 00:00,Less than 24hrs,0,0,0,0,NonAntibiotic,NoGInutraceutical,0,0,0,1,0,No
230266,1,04/06/2018 00:00,1,Female_Neutered,Crossbreed,6.2,10/04/2019 00:00,Less than 24hrs,1,1,0,0,Antibiotic,NoGInutraceutical,0,0,1,1,0,No
124827,3,31/08/2018 00:00,0,Female_Entire,French Bulldog,8.3,08/07/2019 00:00,48hrs to 96hrs,1,0,0,1,Antibiotic,GInutraceutical,1,0,1,1,0,No
186675,1,31/03/2018 00:00,1,Male_Neutered,English Springer Spaniel,16.2,06/02/2019 00:00,24hrs to 48hrs,0,0,0,0,NonAntibiotic,NoGInutraceutical,1,0,0,0,0,No
342889,1,15/05/2018 00:00,0,Female_Entire,Cavalier King Charles Spaniel,7.1,28/08/2019 00:00,Not Stated,1,1,0,0,Antibiotic,NoGInutraceutical,1,0,0,0,1,Yes
229917,0,01/11/2018 00:00,1,Female_Neutered,English Bull Terrier,25,17/09/2019 00:00,Less than 24hrs,1,0,0,0,NonAntibiotic,GInutraceutical,1,1,1,1,0,No
414314,0,08/08/2018 00:00,0,Female_Entire,Yorkshire Terrier,3.5,27/06/2019 00:00,Not Stated,1,0,1,0,NonAntibiotic,GInutraceutical,0,1,1,1,0,No
584390,4,22/08/2018 00:00,0,Female_Neutered,Labrador Retriever,22.6,11/07/2019 00:00,4-7 days.,0,0,0,0,Antibiotic,GInutraceutical,0,1,0,1,0,No
753292,0,25/04/2018 00:00,0,Male_Neutered,Crossbreed,21.8,15/03/2019 00:00,Not Stated,0,0,0,0,NonAntibiotic,NoGInutraceutical,0,0,0,1,0,No
689687,1,02/01/2019 00:00,0,Male_Entire,Welsh Springer Spaniel,18.9,29/10/2019 00:00,Less than 24hrs,0,1,0,0,NonAntibiotic,GInutraceutical,1,0,0,1,1,No
239852,0,13/12/2018 00:00,0,Male_Entire,Golden Retriever,30.1,06/11/2019 00:00,24hrs to 48hrs,0,1,0,0,NonAntibiotic,GInutraceutical,0,0,1,1,0,No
789375,4,22/11/2018 00:00,0,Male_Neutered,French Bulldog,12.8,18/10/2019 00:00,Less than 24hrs,0,0,0,0,NonAntibiotic,NoGInutraceutical,1,1,0,1,0,No
989153,1,21/04/2018 00:00,1,Female_Neutered,Miniature Schnauzer,8.6,18/03/2019 00:00,24hrs to 48hrs,1,0,0,0,NonAntibiotic,NoGInutraceutical,1,0,0,1,0,No
542824,1,05/09/2018 00:00,1,Female_Neutered,Crossbreed,12,02/08/2019 00:00,Less than 24hrs,0,0,0,0,Antibiotic,GInutraceutical,0,0,0,1,1,No
81604,0,06/04/2018 00:00,1,Male_Entire,Cavalier King Charles Spaniel,8.1,04/03/2019 00:00,48hrs to 96hrs,1,0,1,0,Antibiotic,GInutraceutical,1,0,0,1,0,No
935873,4,18/11/2018 00:00,0,Female_Neutered,English Cocker Spaniel,9.3,21/10/2019 00:00,4-7 days.,0,0,0,0,NonAntibiotic,GInutraceutical,1,0,0,1,0,No
425751,1,07/05/2018 00:00,0,Female_Entire,French Bulldog,NA,09/04/2019 00:00,Not Stated,0,0,0,0,Antibiotic,GInutraceutical,1,1,1,1,1,No
291491,1,29/11/2018 00:00,1,Female_Entire,Cocker Spaniel,12.25,08/11/2019 00:00,24hrs to 48hrs,0,0,0,0,NonAntibiotic,GInutraceutical,0,0,0,1,0,No
318206,4,19/12/2018 00:00,0,Female_Neutered,Crossbreed,26.2,28/11/2019 00:00,48hrs to 96hrs,0,0,1,0,Antibiotic,GInutraceutical,0,0,0,1,0,No
349640,0,04/08/2018 00:00,0,Female_Entire,Belgian Malinois Shepherd Dog,22.7,15/07/2019 00:00,Less than 24hrs,0,0,0,0,Antibiotic,NoGInutraceutical,0,0,0,1,0,No
401341,0,16/10/2018 00:00,0,Male_Entire,Lhasa Apso,5.2,30/09/2019 00:00,24hrs to 48hrs,1,0,0,0,NonAntibiotic,GInutraceutical,1,0,1,1,0,No
635365,1,11/11/2018 00:00,0,Female_Entire,Working Cocker Spaniel,12,26/10/2019 00:00,4-7 days.,0,0,0,0,NonAntibiotic,GInutraceutical,0,0,0,0,0,Yes
90981,0,20/10/2018 00:00,0,Female_Entire,Rottweiler,NA,04/10/2019 00:00,24hrs to 48hrs,1,0,0,0,NonAntibiotic,NoGInutraceutical,0,0,0,1,0,No
726116,0,15/07/2018 00:00,1,Female_Entire,Italian Greyhound,4,30/06/2019 00:00,48hrs to 96hrs,0,0,0,0,Antibiotic,GInutraceutical,1,0,0,1,0,No
850911,1,29/01/2018 00:00,1,Female_Neutered,Labradoodle,23.4,14/01/2019 00:00,24hrs to 48hrs,1,1,0,0,NonAntibiotic,NoGInutraceutical,1,0,1,1,0,No
22825,1,15/01/2019 00:00,0,Female_Entire,King Charles Spaniel,7.5,02/01/2020 00:00,48hrs to 96hrs,1,1,0,1,Antibiotic,GInutraceutical,1,0,1,1,0,No
597597,0,25/02/2018 00:00,1,Female_Neutered,Chow Chow,17.7,09/02/2019 00:00,Not Stated,1,1,0,0,NonAntibiotic,NoGInutraceutical,0,0,0,1,0,No
644494,2,18/12/2018 17:06,0,Female_Neutered,Husky,NA,06/12/2019 00:00,4-7 days.,0,1,0,0,NonAntibiotic,GInutraceutical,1,0,1,1,0,No
287668,0,30/04/2018 00:00,0,Male_Entire,Crossbreed,NA,19/04/2019 00:00,24hrs to 48hrs,1,0,0,0,Antibiotic,NoGInutraceutical,0,0,1,0,0,Yes
795142,0,05/02/2018 00:00,0,Male_Entire,Staffordshire Bull Terrier,19.1,28/01/2019 00:00,48hrs to 96hrs,0,0,0,0,Antibiotic,NoGInutraceutical,0,0,1,1,0,No
503585,4,05/04/2018 00:00,0,Female_Neutered,English Springer Spaniel,12.6,29/03/2019 00:00,Less than 24hrs,1,1,0,0,Antibiotic,NoGInutraceutical,0,0,1,0,0,Yes
864631,0,13/01/2018 00:00,0,Male_Entire,Crossbreed,NA,07/01/2019 00:00,Not Stated,1,0,0,0,NonAntibiotic,NoGInutraceutical,1,0,0,0,0,Yes
262291,3,25/06/2018 00:00,0,Female_Entire,Jagdterrier,5.5,17/06/2019 00:00,Not Stated,0,0,0,0,NonAntibiotic,NoGInutraceutical,0,0,0,1,0,No
968352,0,19/02/2018 00:00,0,Female_Entire,Crossbreed,30,15/02/2019 00:00,48hrs to 96hrs,0,0,0,0,Antibiotic,GInutraceutical,0,0,0,1,0,No
455492,1,27/04/2018 00:00,1,Male_Neutered,Brittany Spaniel,NA,25/04/2019 00:00,24hrs to 48hrs,1,0,0,1,Antibiotic,GInutraceutical,0,0,0,1,0,No
929831,3,02/04/2018 00:00,0,Male_Entire,Shih-tzu,9.07,02/04/2019 00:00,Less than 24hrs,0,0,0,0,Antibiotic,NoGInutraceutical,0,0,1,1,1,No
630062,0,16/10/2018 00:00,1,Male_Entire,German Shepherd Dog,33,16/10/2019 00:00,48hrs to 96hrs,0,0,0,0,NonAntibiotic,GInutraceutical,1,1,0,1,1,No
74194,2,05/06/2018 21:37,0,Male_Neutered,Crossbreed,NA,05/06/2019 00:00,Not Stated,0,0,0,0,NonAntibiotic,GInutraceutical,0,0,0,1,1,No
234286,0,03/03/2018 00:00,0,Female_Entire,Maltese,NA,03/03/2019 00:00,Less than 24hrs,0,0,0,0,NonAntibiotic,GInutraceutical,1,1,0,1,0,No
666939,4,20/08/2018 00:00,0,Male_Entire,Pomeranian,NA,20/08/2019 00:00,48hrs to 96hrs,1,1,1,0,NonAntibiotic,NoGInutraceutical,0,0,0,1,0,No
459104,1,19/04/2018 00:00,1,Female_Neutered,Border Collie,18.2,23/04/2019 00:00,48hrs to 96hrs,0,0,0,0,NonAntibiotic,GInutraceutical,1,0,0,1,0,No
261428,1,07/06/2018 00:00,1,Female_Neutered,Crossbreed,18.34,11/06/2019 00:00,Not Stated,0,0,0,0,Antibiotic,NoGInutraceutical,0,0,0,1,0,No
104058,0,13/07/2018 00:00,0,Female_Entire,Yorkshire Terrier,1.65,18/07/2019 00:00,Not Stated,0,0,0,0,NonAntibiotic,GInutraceutical,1,0,0,1,0,No
809202,4,17/07/2018 00:00,0,Male_Entire,Cockapoo,11.8,23/07/2019 00:00,Less than 24hrs,0,0,0,0,Antibiotic,GInutraceutical,0,0,0,1,0,No
381381,0,19/07/2018 00:00,0,Female_Neutered,Crossbreed,20.2,25/07/2019 00:00,48hrs to 96hrs,0,0,0,0,NonAntibiotic,GInutraceutical,1,0,0,1,0,No
632339,0,27/09/2018 00:00,0,Male_Neutered,Crossbreed,5.21,11/10/2019 00:00,24hrs to 48hrs,1,0,0,0,NonAntibiotic,GInutraceutical,1,0,1,1,0,No
627115,0,06/12/2018 00:00,0,Male_Neutered,Crossbreed,6.5,20/12/2019 00:00,48hrs to 96hrs,1,1,0,0,Antibiotic,GInutraceutical,1,1,0,1,0,No
166822,3,08/07/2018 00:00,1,Male_Entire,French Bulldog,15,25/07/2019 00:00,48hrs to 96hrs,0,0,0,0,NonAntibiotic,GInutraceutical,0,0,0,0,0,Yes
188528,0,14/10/2018 00:00,1,Female_Neutered,Crossbreed,3.8,08/11/2019 00:00,24hrs to 48hrs,1,0,0,0,NonAntibiotic,GInutraceutical,1,0,0,1,0,No
891422,0,29/05/2018 00:00,0,Male_Entire,German Shepherd Dog,31.2,26/06/2019 00:00,Less than 24hrs,1,1,1,0,Antibiotic,NoGInutraceutical,0,0,1,0,0,Yes
118429,0,01/10/2018 00:00,0,Female_Neutered,Cockapoo,7.8,30/10/2019 00:00,Not Stated,0,0,1,0,Antibiotic,GInutraceutical,0,0,0,1,0,No
477502,4,31/08/2018 00:00,1,Female_Neutered,English Cocker Spaniel,12.4,30/09/2019 00:00,24hrs to 48hrs,1,0,1,0,NonAntibiotic,NoGInutraceutical,0,0,0,1,0,No
558369,0,11/11/2018 00:00,1,Male_Entire,German Shepherd Dog,26.4,11/05/2019 00:00,24hrs to 48hrs,1,0,0,0,Antibiotic,NoGInutraceutical,0,1,1,1,1,No
326326,1,15/06/2018 00:00,0,Male_Entire,Cockapoo,9.6,17/07/2019 00:00,48hrs to 96hrs,1,1,0,1,NonAntibiotic,GInutraceutical,1,1,1,1,0,No
341518,0,05/11/2018 00:00,1,Female_Neutered,Crossbreed,NA,14/12/2019 00:00,Less than 24hrs,1,0,0,0,NonAntibiotic,GInutraceutical,1,1,1,1,0,No
562185,4,17/07/2018 00:00,0,Female_Neutered,Shih-tzu,NA,30/08/2019 00:00,Not Stated,0,0,0,0,NonAntibiotic,GInutraceutical,1,0,0,1,0,No
965945,1,22/02/2018 00:00,1,Male_Entire,Retriever,32,11/04/2019 00:00,Not Stated,0,0,0,0,NonAntibiotic,NoGInutraceutical,1,0,0,1,0,No
706812,4,22/04/2018 00:00,0,Female_Neutered,Crossbreed,5.3,12/06/2019 00:00,4-7 days.,1,0,0,0,NonAntibiotic,GInutraceutical,0,0,0,1,0,No
833436,0,07/09/2018 00:00,0,Female_Entire,Labrador Retriever,NA,30/10/2019 00:00,48hrs to 96hrs,1,1,0,0,Antibiotic,NoGInutraceutical,0,0,1,1,1,No
206842,0,06/06/2018 00:00,0,Male_Entire,Crossbreed,9.6,30/07/2019 00:00,4-7 days.,0,1,0,0,Antibiotic,GInutraceutical,1,0,1,1,0,No
355263,3,10/06/2018 00:00,1,Male_Entire,Yorkshire Terrier,NA,06/08/2019 00:00,Less than 24hrs,0,0,0,0,NonAntibiotic,GInutraceutical,1,0,0,1,1,No
714301,0,18/05/2018 00:00,1,Female_Neutered,Crossbreed,26.4,18/07/2019 00:00,48hrs to 96hrs,0,0,1,0,NonAntibiotic,GInutraceutical,0,0,0,1,0,No
542201,1,23/11/2017 00:00,0,Male_Entire,British Bulldog ,27.1,23/01/2019 00:00,Not Stated,0,1,0,1,Antibiotic,GInutraceutical,1,0,0,1,1,No
68521,4,13/01/2018 00:00,0,Male_Neutered,Labrador Retriever,27.4,18/03/2019 00:00,48hrs to 96hrs,0,0,0,0,Antibiotic,GInutraceutical,1,0,1,1,0,No
393425,4,12/10/2018 00:00,0,Male_Entire,French Bulldog,12.4,18/12/2019 00:00,Less than 24hrs,1,1,0,0,Antibiotic,NoGInutraceutical,0,0,1,1,0,No
461191,2,25/08/2018 00:00,0,Female_Entire,Goldendoodle,NA,02/11/2019 00:00,Less than 24hrs,1,1,0,0,Antibiotic,GInutraceutical,1,0,0,1,0,No
405134,0,30/06/2018 00:00,0,Male_Entire,Labrador Retriever,25,11/09/2019 00:00,Not Stated,0,0,0,0,Antibiotic,GInutraceutical,0,0,0,1,0,No
834651,4,05/03/2018 00:00,0,Male_Entire,Crossbreed,4.8,19/05/2019 00:00,48hrs to 96hrs,0,0,0,1,Antibiotic,NoGInutraceutical,1,0,0,1,0,No
845896,0,22/05/2018 00:00,1,Female_Entire,American Bulldog,NA,03/08/2019 00:00,24hrs to 48hrs,1,0,0,0,NonAntibiotic,NoGInutraceutical,0,0,0,1,0,No
145573,1,09/03/2018 00:00,1,Male_Neutered,Shih-tzu,7.3,28/05/2019 00:00,24hrs to 48hrs,1,1,0,0,NonAntibiotic,GInutraceutical,1,0,1,1,1,No
601221,1,03/03/2018 00:00,0,Male_Entire,Welsh Corgi,17.75,24/05/2019 00:00,Less than 24hrs,1,1,1,0,Antibiotic,NoGInutraceutical,0,0,1,1,0,No
626193,0,07/10/2018 00:00,0,Male_Neutered,English Setter,19.3,30/12/2019 00:00,Less than 24hrs,1,0,0,0,NonAntibiotic,NoGInutraceutical,1,0,1,1,0,No
902959,4,20/04/2018 00:00,0,Female_Neutered,Staffordshire Bull Terrier,NA,14/07/2019 00:00,48hrs to 96hrs,0,0,0,0,Antibiotic,NoGInutraceutical,0,0,1,0,1,Yes
924408,3,09/08/2018 00:00,0,Female_Neutered,Cockapoo,7.8,31/10/2019 00:00,Less than 24hrs,0,0,0,0,NonAntibiotic,NoGInutraceutical,0,0,0,1,0,No
267941,0,21/06/2018 00:00,0,Female_Neutered,Sprocker,11.98,16/09/2019 00:00,Not Stated,0,0,0,0,NonAntibiotic,GInutraceutical,1,0,0,1,0,No
808353,1,09/05/2018 00:00,1,Female_Neutered,Miniature Poodle,NA,06/08/2019 00:00,4-7 days.,0,1,0,0,NonAntibiotic,NoGInutraceutical,0,0,0,1,0,No
761305,1,23/12/2017 00:00,0,Female_Entire,Standard Rottweiler,27.6,23/03/2019 00:00,Less than 24hrs,1,0,0,0,Antibiotic,GInutraceutical,1,0,1,1,0,No
400351,0,24/07/2018 00:00,1,Female_Entire,Crossbreed,5,24/10/2019 00:00,48hrs to 96hrs,0,0,0,0,NonAntibiotic,GInutraceutical,1,0,0,0,0,Yes
43941,0,21/11/2017 00:00,1,Male_Neutered,Pug,6.39,23/02/2019 00:00,48hrs to 96hrs,0,0,0,0,NonAntibiotic,GInutraceutical,0,0,0,1,0,No
829868,1,10/06/2018 00:00,1,Male_Entire,Pug,8.2,17/09/2019 00:00,4-7 days.,0,0,0,0,NonAntibiotic,NoGInutraceutical,0,0,0,1,1,No
700429,0,30/09/2017 00:00,0,Male_Neutered,Cairn Terrier,10.1,11/01/2019 00:00,24hrs to 48hrs,1,1,0,0,Antibiotic,GInutraceutical,1,0,1,0,0,Yes
340196,0,04/11/2017 00:00,1,Male_Neutered,Crossbreed,11.6,15/02/2019 00:00,Not Stated,0,0,0,0,Antibiotic,GInutraceutical,1,0,0,1,0,No
380277,4,03/08/2018 00:00,0,Male_Neutered,Crossbreed,29.7,16/11/2019 00:00,24hrs to 48hrs,0,0,0,1,NonAntibiotic,GInutraceutical,0,0,0,1,0,No
149849,0,04/04/2018 00:00,0,Female_Neutered,Labrador Retriever,32.7,24/07/2019 00:00,Less than 24hrs,0,1,0,0,NonAntibiotic,GInutraceutical,1,0,0,1,0,No
233040,1,27/03/2018 00:00,1,Male_Neutered,Labradoodle,NA,18/07/2019 00:00,48hrs to 96hrs,1,0,0,0,Antibiotic,GInutraceutical,0,0,1,1,0,No
10957,1,07/07/2018 00:00,1,Male_Entire,Springer Spaniel - Unspecified,22.45,30/10/2019 00:00,Less than 24hrs,0,0,0,0,NonAntibiotic,GInutraceutical,1,0,0,1,0,No
858822,3,19/10/2017 00:00,0,Male_Entire,Chow Chow,30.3,12/02/2019 00:00,48hrs to 96hrs,0,0,1,0,Antibiotic,GInutraceutical,0,1,0,1,0,No
402434,4,11/05/2018 00:00,0,Female_Neutered,Yorkshire Terrier,3.96,12/09/2019 00:00,48hrs to 96hrs,1,1,0,0,NonAntibiotic,NoGInutraceutical,1,0,1,1,1,No
923410,0,12/02/2018 00:00,1,Male_Entire,Chow Chow,32,18/06/2019 00:00,Not Stated,1,0,0,0,NonAntibiotic,GInutraceutical,1,0,0,1,0,No
906522,2,18/07/2018 00:00,0,Male_Neutered,Crossbreed,NA,22/11/2019 00:00,24hrs to 48hrs,1,0,0,0,NonAntibiotic,GInutraceutical,1,0,0,1,0,No
460111,1,09/02/2018 00:00,0,Male_Neutered,Crossbreed,8.75,17/06/2019 00:00,48hrs to 96hrs,0,0,0,0,NonAntibiotic,GInutraceutical,1,1,0,0,0,Yes
767207,1,30/09/2017 00:00,0,Female_Entire,Crossbreed,20.8,06/02/2019 00:00,24hrs to 48hrs,1,0,0,0,NonAntibiotic,GInutraceutical,1,1,0,1,0,No
261103,1,17/05/2018 00:00,0,Female_Neutered,Bulgarian Sheepdog,29.6,23/09/2019 00:00,4-7 days.,0,0,0,0,NonAntibiotic,NoGInutraceutical,0,0,0,0,0,Yes
277483,1,27/01/2018 00:00,1,Female_Neutered,Boxer,20.3,06/06/2019 00:00,Not Stated,0,0,0,0,NonAntibiotic,NoGInutraceutical,1,0,0,1,0,No
199101,3,01/07/2018 00:00,1,Female_Neutered,Cockapoo,7.4,17/11/2019 00:00,Less than 24hrs,1,1,0,0,NonAntibiotic,GInutraceutical,1,0,1,1,0,No
481252,0,01/03/2018 00:00,0,Female_Entire,Miniature Dachshund,7.79,18/07/2019 00:00,24hrs to 48hrs,0,0,0,0,Antibiotic,GInutraceutical,1,0,0,1,0,No
819275,0,05/12/2017 00:00,0,Female_Entire,German Shepherd Dog,40,24/04/2019 00:00,48hrs to 96hrs,1,0,0,1,Antibiotic,NoGInutraceutical,0,0,0,1,0,No
899736,1,10/08/2018 00:00,1,Female_Neutered,Golden Retriever,30.5,03/01/2020 00:00,4-7 days.,1,1,1,0,NonAntibiotic,GInutraceutical,1,0,0,1,0,No
531602,1,20/06/2018 00:00,0,Female_Entire,Labrador Retriever,23.8,14/11/2019 00:00,4-7 days.,1,0,0,0,NonAntibiotic,GInutraceutical,1,0,1,1,0,No
566292,0,13/04/2018 00:00,0,Male_Entire,Shih-tzu,5.18,09/09/2019 00:00,48hrs to 96hrs,1,1,0,0,NonAntibiotic,GInutraceutical,1,0,0,1,0,No
466682,1,14/11/2017 00:00,1,Female_Neutered,Springer Spaniel - Unspecified,15.6,14/04/2019 00:00,Less than 24hrs,0,0,0,0,Antibiotic,NoGInutraceutical,0,0,1,1,0,No
297080,0,15/02/2018 00:00,1,Male_Neutered,Labrador Retriever,NA,16/07/2019 00:00,24hrs to 48hrs,0,1,0,0,Antibiotic,GInutraceutical,1,0,0,1,0,No
951693,1,17/06/2018 00:00,1,Female_Entire,German Short-Haired Pointer,20.25,19/11/2019 00:00,24hrs to 48hrs,0,1,0,0,Antibiotic,GInutraceutical,0,0,0,1,0,No
479296,1,12/06/2018 00:00,0,Male_Neutered,Boston Terrier,NA,14/11/2019 00:00,24hrs to 48hrs,1,1,0,0,NonAntibiotic,NoGInutraceutical,1,0,1,1,0,No
408991,0,26/12/2017 00:00,0,Male_Neutered,French Bulldog,12.7,03/06/2019 00:00,Less than 24hrs,0,0,0,0,Antibiotic,NoGInutraceutical,1,1,0,0,0,Yes
848775,4,04/08/2017 00:00,0,Male_Neutered,Lurcher,NA,11/01/2019 00:00,4-7 days.,1,0,0,0,NonAntibiotic,GInutraceutical,1,0,0,1,0,No
31136,3,17/11/2017 00:00,0,Male_Entire,Miniature Poodle,4,06/05/2019 00:00,Less than 24hrs,1,0,0,0,Antibiotic,GInutraceutical,0,0,1,1,0,No
984215,0,19/09/2017 00:00,0,Male_Neutered,Pug,NA,14/03/2019 00:00,4-7 days.,0,0,0,0,NonAntibiotic,NoGInutraceutical,0,0,0,1,1,No
962525,3,23/08/2017 00:00,0,Female_Neutered,Staffordshire Bull Terrier,17.8,16/02/2019 00:00,24hrs to 48hrs,1,1,0,0,NonAntibiotic,GInutraceutical,1,0,0,1,1,No
300390,4,09/03/2018 00:00,0,Male_Neutered,British Bulldog ,27.8,01/06/2019 00:00,24hrs to 48hrs,1,1,0,0,NonAntibiotic,NoGInutraceutical,0,0,1,1,0,No
246884,0,15/07/2017 00:00,0,Female_Entire,Crossbreed,9.6,10/01/2019 00:00,Less than 24hrs,1,0,0,1,Antibiotic,NoGInutraceutical,0,0,0,1,0,No
895360,0,11/03/2018 00:00,1,Male_Neutered,Crossbreed,16.6,09/09/2019 00:00,48hrs to 96hrs,1,1,0,0,NonAntibiotic,GInutraceutical,1,0,1,0,0,Yes
435973,4,29/01/2018 00:00,0,Female_Entire,Crossbreed,7.2,01/08/2019 00:00,Not Stated,0,0,1,0,NonAntibiotic,GInutraceutical,1,1,0,1,0,No
545417,0,07/01/2018 00:00,0,Female_Neutered,Crossbreed,25.9,10/07/2019 00:00,48hrs to 96hrs,0,0,0,0,NonAntibiotic,GInutraceutical,0,1,0,1,0,No
498841,0,01/08/2017 00:00,0,Female_Entire,Chihuahua,NA,01/02/2019 00:00,Not Stated,1,0,0,0,NonAntibiotic,GInutraceutical,0,0,1,1,0,No
263254,0,01/12/2017 00:00,0,Female_Entire,Chihuahua,NA,01/06/2019 00:00,Less than 24hrs,1,0,0,0,NonAntibiotic,NoGInutraceutical,1,0,0,1,0,No
651256,4,15/05/2018 00:00,1,Female_Neutered,Beagle,11.6,18/11/2019 00:00,Less than 24hrs,0,1,1,0,Antibiotic,NoGInutraceutical,0,1,1,1,0,No
305357,1,06/08/2017 00:00,1,Male_Entire,Long-Haired Chihuahua,3.55,15/02/2019 00:00,Less than 24hrs,1,1,0,0,Antibiotic,GInutraceutical,0,0,1,1,0,No
684296,4,17/09/2017 00:00,0,Female_Neutered,Miniature Schnauzer,7.4,29/03/2019 00:00,4-7 days.,1,1,0,0,Antibiotic,GInutraceutical,1,0,1,1,0,No
