record_id	year	sex	age_and_grade	race4	race7
33989	1991	Male	17 years old;9th	White	White
36948	1991	Female	14 years old;9th	Black or African American	Black or African American
33535	1991	Male	16 years old;11th	Hispanic/Latino	Hispanic/Latino
38010	1991	Female	15 years old;9th	Black or African American	Black or African American
33626	1991	Male	16 years old;9th	White	White
41860	1991	Female	18 years old or older;12th	Black or African American	Black or African American
32780	1991	Male	16 years old;10th	Hispanic/Latino	Hispanic/Latino
36315	1991	Male	18 years old or older;10th	Black or African American	Black or African American
35310	1991	Male	18 years old or older;12th	White	White
36496	1991	Male	18 years old or older;12th	All other races	Asian
38676	1991	Female	16 years old;10th	White	White
33905	1991	Male	17 years old;11th	White	White
30595	1991	NA	16 years old;10th	White	White
40366	1991	Female	17 years old;11th	Black or African American	Black or African American
41534	1991	Female	17 years old;12th	All other races	Asian
30638	1991	Male	14 years old;9th	Black or African American	Black or African American
33593	1991	Male	16 years old;12th	NA	NA
37890	1991	Female	15 years old;10th	White	White
35708	1991	Male	18 years old or older;12th	White	White
37603	1991	Female	15 years old;10th	Black or African American	Black or African American
37932	1991	Female	15 years old;10th	White	White
36515	1991	Male	18 years old or older;11th	All other races	Asian
34190	1991	Male	17 years old;12th	Hispanic/Latino	Hispanic/Latino
41787	1991	Female	18 years old or older;12th	White	White
34001	1991	Male	17 years old;10th	White	White
35992	1991	Male	18 years old or older;11th	NA	NA
31375	1991	Male	15 years old;10th	Black or African American	Black or African American
42214	1991	Female	18 years old or older;12th	Black or African American	Black or African American
31785	1991	Male	15 years old;9th	Black or African American	Black or African American
42551	1991	Female	18 years old or older;11th	Black or African American	Black or African American
40647	1991	Female	17 years old;11th	Black or African American	Black or African American
32360	1991	Male	16 years old;10th	White	White
32410	1991	Male	16 years old;9th	Hispanic/Latino	Hispanic/Latino
40322	1991	Female	17 years old;11th	White	White
38702	1991	Female	16 years old;10th	White	White
31973	1991	Male	15 years old;9th	White	White
36583	1991	Female	12 years old or younger;NA	Black or African American	Black or African American
31280	1991	Male	15 years old;9th	Black or African American	Black or African American
40414	1991	Female	17 years old;11th	All other races	Am Indian / Alaska Native
41490	1991	Female	17 years old;12th	White	White
34602	1991	Male	17 years old;11th	All other races	Am Indian / Alaska Native
31761	1991	Male	15 years old;9th	Hispanic/Latino	Hispanic/Latino
32594	1991	Male	16 years old;10th	White	White
39881	1991	Female	16 years old;11th	Black or African American	Black or African American
42668	1991	Female	18 years old or older;12th	White	White
35912	1991	Male	18 years old or older;11th	White	White
36394	1991	Male	18 years old or older;12th	White	White
41238	1991	Female	17 years old;10th	Hispanic/Latino	Hispanic/Latino
37746	1991	Female	15 years old;9th	Hispanic/Latino	Hispanic/Latino
37584	1991	Female	15 years old;9th	Black or African American	Black or African American
40289	1991	Female	17 years old;11th	All other races	Asian
32960	1991	Male	16 years old;11th	White	White
41457	1991	Female	17 years old;11th	Black or African American	Black or African American
36415	1991	Male	18 years old or older;12th	Black or African American	Black or African American
36064	1991	Male	18 years old or older;11th	Hispanic/Latino	Hispanic/Latino
38996	1991	Female	16 years old;9th	Hispanic/Latino	Hispanic/Latino
37541	1991	Female	15 years old;9th	Hispanic/Latino	Hispanic/Latino
30861	1991	Male	14 years old;9th	White	White
35102	1991	Male	17 years old;10th	Black or African American	Black or African American
40464	1991	Female	17 years old;11th	White	White
40718	1991	Female	17 years old;11th	Hispanic/Latino	Hispanic/Latino
35320	1991	Male	18 years old or older;12th	Black or African American	Black or African American
32523	1991	Male	16 years old;11th	White	White
30872	1991	Male	14 years old;9th	Black or African American	Black or African American
31198	1991	Male	15 years old;9th	Hispanic/Latino	Hispanic/Latino
37682	1991	Female	15 years old;9th	White	White
35431	1991	Male	18 years old or older;12th	White	White
31716	1991	Male	15 years old;9th	Hispanic/Latino	Hispanic/Latino
30664	1991	Male	14 years old;9th	Hispanic/Latino	Hispanic/Latino
34213	1991	Male	17 years old;12th	Hispanic/Latino	Hispanic/Latino
42033	1991	Female	18 years old or older;12th	Black or African American	Black or African American
38978	1991	Female	16 years old;10th	Black or African American	Black or African American
36511	1991	Male	18 years old or older;11th	All other races	NA
39586	1991	Female	16 years old;10th	All other races	NA
36694	1991	Female	14 years old;9th	Hispanic/Latino	Hispanic/Latino
39430	1991	Female	16 years old;9th	Hispanic/Latino	Hispanic/Latino
37185	1991	Female	14 years old;9th	Hispanic/Latino	Hispanic/Latino
31071	1991	Male	15 years old;10th	White	White
36344	1991	Male	18 years old or older;12th	White	White
34987	1991	Male	17 years old;11th	Black or African American	Black or African American
38889	1991	Female	16 years old;10th	White	White
34721	1991	Male	17 years old;9th	Hispanic/Latino	Hispanic/Latino
31433	1991	Male	15 years old;10th	Black or African American	Black or African American
37725	1991	Female	15 years old;9th	Black or African American	Black or African American
33971	1991	Male	17 years old;11th	Hispanic/Latino	Hispanic/Latino
40981	1991	Female	17 years old;11th	Black or African American	Black or African American
38678	1991	Female	16 years old;10th	White	White
34847	1991	Male	17 years old;11th	White	White
40632	1991	Female	17 years old;11th	Black or African American	Black or African American
33589	1991	Male	16 years old;11th	All other races	NA
35613	1991	Male	18 years old or older;11th	Black or African American	Black or African American
31202	1991	Male	15 years old;9th	Black or African American	Black or African American
32467	1991	Male	16 years old;9th	Hispanic/Latino	Hispanic/Latino
41839	1991	Female	18 years old or older;12th	Hispanic/Latino	Hispanic/Latino
31629	1991	Male	15 years old;9th	All other races	NA
40890	1991	Female	17 years old;11th	Black or African American	Black or African American
37733	1991	Female	15 years old;9th	Hispanic/Latino	Hispanic/Latino
33902	1991	Male	17 years old;12th	White	White
39307	1991	Female	16 years old;9th	White	White
33013	1991	Male	16 years old;9th	White	White
36582	1991	Female	12 years old or younger;12th	All other races	NA
34154	1991	Male	17 years old;11th	White	White
38642	1991	Female	15 years old;9th	White	White
39300	1991	Female	16 years old;11th	Black or African American	Black or African American
33915	1991	Male	17 years old;12th	White	White
31770	1991	Male	15 years old;10th	Black or African American	Black or African American
42861	1991	Female	18 years old or older;11th	Hispanic/Latino	Hispanic/Latino
35873	1991	Male	18 years old or older;12th	Black or African American	Black or African American
38955	1991	Female	16 years old;11th	Black or African American	Black or African American
42716	1991	Female	18 years old or older;12th	All other races	Asian
35732	1991	Male	18 years old or older;12th	Hispanic/Latino	Hispanic/Latino
38795	1991	Female	16 years old;11th	White	White
32425	1991	Male	16 years old;10th	White	White
32356	1991	Male	16 years old;9th	Black or African American	Black or African American
40035	1991	Female	16 years old;9th	White	White
42798	1991	Female	18 years old or older;12th	All other races	Am Indian / Alaska Native
42340	1991	Female	18 years old or older;11th	White	White
31060	1991	Male	15 years old;10th	Black or African American	Black or African American
36870	1991	Female	14 years old;9th	White	White
36581	1991	Female	"NA;9th"	All other races	NA
42395	1991	Female	18 years old or older;12th	Black or African American	Black or African American
39166	1991	Female	16 years old;11th	White	White
31132	1991	Male	15 years old;9th	Black or African American	Black or African American
30631	1991	Male	14 years old;9th	All other races	NA
32367	1991	Male	16 years old;10th	White	White
37318	1991	Female	15 years old;9th	Black or African American	Black or African American
34649	1991	Male	17 years old;10th	Hispanic/Latino	Hispanic/Latino
40436	1991	Female	17 years old;11th	White	White
42475	1991	Female	18 years old or older;12th	Hispanic/Latino	Hispanic/Latino
35984	1991	Male	18 years old or older;10th	Hispanic/Latino	Hispanic/Latino
40302	1991	Female	17 years old;11th	White	White
39252	1991	Female	16 years old;9th	Hispanic/Latino	Hispanic/Latino
31499	1991	Male	15 years old;9th	White	White
31160	1991	Male	15 years old;9th	White	White
33882	1991	Male	17 years old;12th	Black or African American	Black or African American
35418	1991	Male	18 years old or older;12th	White	White
40076	1991	Female	16 years old;11th	All other races	NA
34186	1991	Male	17 years old;10th	Hispanic/Latino	Hispanic/Latino
39615	1991	Female	16 years old;10th	Hispanic/Latino	Hispanic/Latino
36602	1991	Female	14 years old;9th	Hispanic/Latino	Hispanic/Latino
37823	1991	Female	15 years old;9th	Black or African American	Black or African American
40575	1991	Female	17 years old;10th	White	White
31113	1991	Male	15 years old;9th	White	White
35796	1991	Male	18 years old or older;11th	Hispanic/Latino	Hispanic/Latino
40264	1991	Female	17 years old;11th	Hispanic/Latino	Hispanic/Latino
37860	1991	Female	15 years old;9th	Hispanic/Latino	Hispanic/Latino
39467	1991	Female	16 years old;11th	White	White
39075	1991	Female	16 years old;11th	White	White
40045	1991	Female	16 years old;9th	Hispanic/Latino	Hispanic/Latino
38115	1991	Female	15 years old;9th	Hispanic/Latino	Hispanic/Latino
31438	1991	Male	15 years old;11th	Black or African American	Black or African American
42040	1991	Female	18 years old or older;12th	Hispanic/Latino	Hispanic/Latino
32652	1991	Male	16 years old;10th	Hispanic/Latino	Hispanic/Latino
42188	1991	Female	18 years old or older;11th	Hispanic/Latino	Hispanic/Latino
34228	1991	Male	17 years old;10th	Black or African American	Black or African American
34424	1991	Male	17 years old;11th	Black or African American	Black or African American
37208	1991	Female	14 years old;9th	Hispanic/Latino	Hispanic/Latino
37519	1991	Female	15 years old;9th	Hispanic/Latino	Hispanic/Latino
39119	1991	Female	16 years old;10th	Hispanic/Latino	Hispanic/Latino
31982	1991	Male	15 years old;9th	White	White
40165	1991	Female	16 years old;10th	All other races	Am Indian / Alaska Native
38703	1991	Female	16 years old;11th	White	White
34508	1991	Male	17 years old;11th	All other races	NA
36906	1991	Female	14 years old;9th	White	White
33986	1991	Male	17 years old;12th	Black or African American	Black or African American
32751	1991	Male	16 years old;11th	White	White
35839	1991	Male	18 years old or older;12th	Black or African American	Black or African American
41888	1991	Female	18 years old or older;12th	Black or African American	Black or African American
42744	1991	Female	18 years old or older;11th	Black or African American	Black or African American
38535	1991	Female	15 years old;9th	All other races	Am Indian / Alaska Native
41206	1991	Female	17 years old;10th	Hispanic/Latino	Hispanic/Latino
33845	1991	Male	17 years old;12th	White	White
42627	1991	Female	18 years old or older;12th	Black or African American	Black or African American
41647	1991	Female	17 years old;12th	Hispanic/Latino	Hispanic/Latino
30745	1991	Male	14 years old;9th	Hispanic/Latino	Hispanic/Latino
32488	1991	Male	16 years old;10th	White	White
35679	1991	Male	18 years old or older;11th	White	White
38775	1991	Female	16 years old;11th	White	White
31191	1991	Male	15 years old;9th	Black or African American	Black or African American
40762	1991	Female	17 years old;11th	Hispanic/Latino	Hispanic/Latino
36846	1991	Female	14 years old;9th	Black or African American	Black or African American
35658	1991	Male	18 years old or older;12th	Hispanic/Latino	Hispanic/Latino
39403	1991	Female	16 years old;10th	All other races	Asian
31188	1991	Male	15 years old;10th	White	White
37248	1991	Female	15 years old;10th	White	White
30635	1991	Male	14 years old;9th	White	White
42264	1991	Female	18 years old or older;12th	Hispanic/Latino	Hispanic/Latino
31929	1991	Male	15 years old;9th	Black or African American	Black or African American
36711	1991	Female	14 years old;9th	White	White
41162	1991	Female	17 years old;11th	Hispanic/Latino	Hispanic/Latino
42123	1991	Female	18 years old or older;11th	White	White
35269	1991	Male	17 years old;11th	Black or African American	Black or African American
33970	1991	Male	17 years old;12th	Black or African American	Black or African American
39640	1991	Female	16 years old;10th	All other races	Asian
40352	1991	Female	17 years old;12th	Black or African American	Black or African American
31777	1991	Male	15 years old;9th	White	White
31068	1991	Male	15 years old;10th	Black or African American	Black or African American
35399	1991	Male	18 years old or older;12th	Hispanic/Latino	Hispanic/Latino
32492	1991	Male	16 years old;10th	White	White
37627	1991	Female	15 years old;10th	Hispanic/Latino	Hispanic/Latino
31233	1991	Male	15 years old;10th	White	White
40764	1991	Female	17 years old;10th	Black or African American	Black or African American
30642	1991	Male	14 years old;9th	Black or African American	Black or African American
31873	1991	Male	15 years old;10th	Hispanic/Latino	Hispanic/Latino
31500	1991	Male	15 years old;9th	White	White
37700	1991	Female	15 years old;10th	Black or African American	Black or African American
41797	1991	Female	18 years old or older;12th	Black or African American	Black or African American
42097	1991	Female	18 years old or older;11th	All other races	NA
34952	1991	Male	17 years old;9th	Black or African American	Black or African American
36637	1991	Female	14 years old;9th	Black or African American	Black or African American
36510	1991	Male	18 years old or older;11th	White	White
41795	1991	Female	18 years old or older;12th	Black or African American	Black or African American
33878	1991	Male	17 years old;11th	All other races	NA
33003	1991	Male	16 years old;11th	White	White
30776	1991	Male	14 years old;9th	Hispanic/Latino	Hispanic/Latino
36821	1991	Female	14 years old;9th	White	White
37764	1991	Female	15 years old;10th	All other races	Asian
32044	1991	Male	15 years old;10th	Hispanic/Latino	Hispanic/Latino
35503	1991	Male	18 years old or older;12th	White	White
34126	1991	Male	17 years old;11th	Black or African American	Black or African American
37119	1991	Female	14 years old;9th	Black or African American	Black or African American
37594	1991	Female	15 years old;9th	Hispanic/Latino	Hispanic/Latino
36030	1991	Male	18 years old or older;11th	Hispanic/Latino	Hispanic/Latino
42119	1991	Female	18 years old or older;12th	Black or African American	Black or African American
37625	1991	Female	15 years old;10th	Black or African American	Black or African American
42633	1991	Female	18 years old or older;11th	All other races	NA
36773	1991	Female	14 years old;9th	Black or African American	Black or African American
35497	1991	Male	18 years old or older;12th	White	White
31070	1991	Male	15 years old;10th	White	White
34184	1991	Male	17 years old;12th	Hispanic/Latino	Hispanic/Latino
32638	1991	Male	16 years old;11th	Black or African American	Black or African American
32882	1991	Male	16 years old;11th	White	White
32396	1991	Male	16 years old;10th	Hispanic/Latino	Hispanic/Latino
32339	1991	Male	16 years old;10th	Black or African American	Black or African American
30835	1991	Male	14 years old;9th	All other races	Asian
41878	1991	Female	18 years old or older;12th	All other races	NA
37109	1991	Female	14 years old;9th	All other races	NA
37168	1991	Female	14 years old;9th	Black or African American	Black or African American
37994	1991	Female	15 years old;10th	All other races	NA
36267	1991	Male	18 years old or older;9th	All other races	NA
35033	1991	Male	17 years old;12th	All other races	Asian
34086	1991	Male	17 years old;11th	Black or African American	Black or African American
41763	1991	Female	18 years old or older;12th	White	White
40311	1991	Female	17 years old;11th	Hispanic/Latino	Hispanic/Latino
33674	1991	Male	16 years old;10th	Black or African American	Black or African American
40350	1991	Female	17 years old;11th	Black or African American	Black or African American
32516	1991	Male	16 years old;10th	White	White
41776	1991	Female	18 years old or older;12th	All other races	Asian
42625	1991	Female	18 years old or older;11th	Black or African American	Black or African American
34656	1991	Male	17 years old;10th	All other races	Asian
34406	1991	Male	17 years old;12th	White	White
42698	1991	Female	18 years old or older;12th	All other races	Asian
33148	1991	Male	16 years old;10th	Hispanic/Latino	Hispanic/Latino
40754	1991	Female	17 years old;12th	Black or African American	Black or African American
41724	1991	Female	17 years old;12th	Hispanic/Latino	Hispanic/Latino
41969	1991	Female	18 years old or older;12th	White	White
32300	1991	Male	16 years old;11th	White	White
42564	1991	Female	18 years old or older;12th	Hispanic/Latino	Hispanic/Latino
30658	1991	Male	14 years old;9th	Black or African American	Black or African American
32642	1991	Male	16 years old;9th	Black or African American	Black or African American
30648	1991	Male	14 years old;9th	White	White
31219	1991	Male	15 years old;9th	Black or African American	Black or African American
35411	1991	Male	18 years old or older;12th	White	White
36691	1991	Female	14 years old;9th	White	White
39312	1991	Female	16 years old;10th	NA	NA
30731	1991	Male	14 years old;9th	Hispanic/Latino	Hispanic/Latino
33850	1991	Male	17 years old;12th	Black or African American	Black or African American
35922	1991	Male	18 years old or older;12th	White	White
39217	1991	Female	16 years old;9th	White	White
35720	1991	Male	18 years old or older;12th	Hispanic/Latino	Hispanic/Latino
32355	1991	Male	16 years old;10th	White	White
38911	1991	Female	16 years old;11th	Hispanic/Latino	Hispanic/Latino
42140	1991	Female	18 years old or older;12th	Hispanic/Latino	Hispanic/Latino
33387	1991	Male	16 years old;10th	Hispanic/Latino	Hispanic/Latino
40508	1991	Female	17 years old;11th	White	White
42082	1991	Female	18 years old or older;11th	White	White
35781	1991	Male	18 years old or older;12th	White	White
30691	1991	Male	14 years old;9th	Hispanic/Latino	Hispanic/Latino
32680	1991	Male	16 years old;12th	Hispanic/Latino	Hispanic/Latino
31908	1991	Male	15 years old;9th	Hispanic/Latino	Hispanic/Latino
40306	1991	Female	17 years old;11th	Hispanic/Latino	Hispanic/Latino
32213	1991	Male	15 years old;10th	All other races	Asian
38236	1991	Female	15 years old;10th	Black or African American	Black or African American
31950	1991	Male	15 years old;10th	All other races	Asian
37582	1991	Female	15 years old;9th	Hispanic/Latino	Hispanic/Latino
33158	1991	Male	16 years old;10th	Hispanic/Latino	Hispanic/Latino
34824	1991	Male	17 years old;12th	All other races	Asian
39172	1991	Female	16 years old;11th	Hispanic/Latino	Hispanic/Latino
40426	1991	Female	17 years old;11th	Hispanic/Latino	Hispanic/Latino
31172	1991	Male	15 years old;10th	White	White
39092	1991	Female	16 years old;10th	All other races	Am Indian / Alaska Native
33723	1991	Male	16 years old;11th	All other races	NA
31532	1991	Male	15 years old;10th	White	White
30723	1991	Male	14 years old;9th	White	White
41168	1991	Female	17 years old;12th	Hispanic/Latino	Hispanic/Latino
32391	1991	Male	16 years old;10th	Hispanic/Latino	Hispanic/Latino
32649	1991	Male	16 years old;10th	White	White
37264	1991	Female	15 years old;9th	White	White
39498	1991	Female	16 years old;10th	White	White
38705	1991	Female	16 years old;10th	White	White
40448	1991	Female	17 years old;12th	White	White
40494	1991	Female	17 years old;10th	Hispanic/Latino	Hispanic/Latino
41161	1991	Female	17 years old;11th	Hispanic/Latino	Hispanic/Latino
38801	1991	Female	16 years old;11th	All other races	Asian
38720	1991	Female	16 years old;10th	Hispanic/Latino	Hispanic/Latino
33826	1991	Male	17 years old;11th	White	White
34738	1991	Male	17 years old;11th	Hispanic/Latino	Hispanic/Latino
34743	1991	Male	17 years old;12th	Hispanic/Latino	Hispanic/Latino
35369	1991	Male	18 years old or older;12th	White	White
31975	1991	Male	15 years old;9th	White	White
35572	1991	Male	18 years old or older;12th	White	White
35905	1991	Male	18 years old or older;9th	White	White
35478	1991	Male	18 years old or older;12th	Hispanic/Latino	Hispanic/Latino
37143	1991	Female	14 years old;9th	Hispanic/Latino	Hispanic/Latino
37319	1991	Female	15 years old;10th	All other races	Am Indian / Alaska Native
33721	1991	Male	16 years old;11th	All other races	Asian
35918	1991	Male	18 years old or older;12th	White	White
37460	1991	Female	15 years old;10th	Hispanic/Latino	Hispanic/Latino
32789	1991	Male	16 years old;9th	Hispanic/Latino	Hispanic/Latino
34607	1991	Male	17 years old;11th	White	White
39397	1991	Female	16 years old;10th	All other races	NA
37282	1991	Female	15 years old;9th	White	White
41608	1991	Female	17 years old;11th	Black or African American	Black or African American
35536	1991	Male	18 years old or older;12th	Black or African American	Black or African American
41819	1991	Female	18 years old or older;11th	Hispanic/Latino	Hispanic/Latino
40701	1991	Female	17 years old;11th	Black or African American	Black or African American
39296	1991	Female	16 years old;9th	Hispanic/Latino	Hispanic/Latino
34636	1991	Male	17 years old;12th	Hispanic/Latino	Hispanic/Latino
42269	1991	Female	18 years old or older;11th	Black or African American	Black or African American
36225	1991	Male	18 years old or older;12th	Black or African American	Black or African American
36630	1991	Female	14 years old;9th	White	White
37411	1991	Female	15 years old;10th	Black or African American	Black or African American
32223	1991	Male	15 years old;9th	White	White
41803	1991	Female	18 years old or older;12th	Hispanic/Latino	Hispanic/Latino
34221	1991	Male	17 years old;11th	Black or African American	Black or African American
32829	1991	Male	16 years old;11th	Hispanic/Latino	Hispanic/Latino
37447	1991	Female	15 years old;10th	White	White
32445	1991	Male	16 years old;10th	All other races	Asian
32702	1991	Male	16 years old;11th	Hispanic/Latino	Hispanic/Latino
34157	1991	Male	17 years old;11th	White	White
41158	1991	Female	17 years old;11th	Hispanic/Latino	Hispanic/Latino
38924	1991	Female	16 years old;10th	All other races	NA
33824	1991	Male	17 years old;11th	Hispanic/Latino	Hispanic/Latino
30815	1991	Male	14 years old;9th	Black or African American	Black or African American
41907	1991	Female	18 years old or older;10th	White	White
37311	1991	Female	15 years old;10th	Black or African American	Black or African American
32409	1991	Male	16 years old;10th	All other races	NA
39056	1991	Female	16 years old;10th	Black or African American	Black or African American
36220	1991	Male	18 years old or older;12th	All other races	Asian
36187	1991	Male	18 years old or older;12th	Hispanic/Latino	Hispanic/Latino
39159	1991	Female	16 years old;10th	Hispanic/Latino	Hispanic/Latino
32132	1991	Male	15 years old;9th	Black or African American	Black or African American
32403	1991	Male	16 years old;11th	Black or African American	Black or African American
42065	1991	Female	18 years old or older;11th	Hispanic/Latino	Hispanic/Latino
37812	1991	Female	15 years old;9th	Black or African American	Black or African American
41774	1991	Female	18 years old or older;12th	White	White
38148	1991	Female	15 years old;9th	All other races	Asian
40708	1991	Female	17 years old;11th	Hispanic/Latino	Hispanic/Latino
32423	1991	Male	16 years old;11th	Black or African American	Black or African American
40365	1991	Female	17 years old;11th	Black or African American	Black or African American
38981	1991	Female	16 years old;11th	White	White
33433	1991	Male	16 years old;11th	White	White
40972	1991	Female	17 years old;NA	All other races	Asian
38706	1991	Female	16 years old;10th	Hispanic/Latino	Hispanic/Latino
33615	1991	Male	16 years old;11th	Hispanic/Latino	Hispanic/Latino
34668	1991	Male	17 years old;11th	Black or African American	Black or African American
38049	1991	Female	15 years old;10th	All other races	Asian
32951	1991	Male	16 years old;9th	Hispanic/Latino	Hispanic/Latino
34059	1991	Male	17 years old;11th	Hispanic/Latino	Hispanic/Latino
40567	1991	Female	17 years old;11th	Black or African American	Black or African American
37199	1991	Female	14 years old;10th	All other races	Asian
36934	1991	Female	14 years old;9th	NA	NA
38951	1991	Female	16 years old;10th	Black or African American	Black or African American
35074	1991	Male	17 years old;11th	All other races	NA
40403	1991	Female	17 years old;12th	White	White
34308	1991	Male	17 years old;10th	White	White
35579	1991	Male	18 years old or older;12th	All other races	Asian
32540	1991	Male	16 years old;10th	Hispanic/Latino	Hispanic/Latino
40625	1991	Female	17 years old;12th	Black or African American	Black or African American
32775	1991	Male	16 years old;9th	White	White
31265	1991	Male	15 years old;9th	Hispanic/Latino	Hispanic/Latino
31964	1991	Male	15 years old;10th	White	White
31476	1991	Male	15 years old;10th	White	White
42221	1991	Female	18 years old or older;12th	Black or African American	Black or African American
41838	1991	Female	18 years old or older;12th	Hispanic/Latino	Hispanic/Latino
39155	1991	Female	16 years old;11th	White	White
34110	1991	Male	17 years old;11th	White	White
31464	1991	Male	15 years old;10th	Black or African American	Black or African American
32796	1991	Male	16 years old;11th	Hispanic/Latino	Hispanic/Latino
41964	1991	Female	18 years old or older;12th	All other races	NA
38745	1991	Female	16 years old;10th	White	White
31887	1991	Male	15 years old;9th	All other races	Asian
34944	1991	Male	17 years old;11th	Black or African American	Black or African American
31278	1991	Male	15 years old;9th	Hispanic/Latino	Hispanic/Latino
42407	1991	Female	18 years old or older;11th	White	White
39243	1991	Female	16 years old;10th	Hispanic/Latino	Hispanic/Latino
34155	1991	Male	17 years old;10th	White	White
34661	1991	Male	17 years old;12th	Black or African American	Black or African American
40419	1991	Female	17 years old;12th	Hispanic/Latino	Hispanic/Latino
40807	1991	Female	17 years old;12th	Hispanic/Latino	Hispanic/Latino
38715	1991	Female	16 years old;10th	Hispanic/Latino	Hispanic/Latino
32436	1991	Male	16 years old;10th	White	White
42070	1991	Female	18 years old or older;12th	Hispanic/Latino	Hispanic/Latino
40650	1991	Female	17 years old;12th	White	White
36396	1991	Male	18 years old or older;11th	Black or African American	Black or African American
39633	1991	Female	16 years old;10th	Hispanic/Latino	Hispanic/Latino
37256	1991	Female	15 years old;10th	White	White
41812	1991	Female	18 years old or older;12th	Black or African American	Black or African American
36103	1991	Male	18 years old or older;11th	Hispanic/Latino	Hispanic/Latino
35349	1991	Male	18 years old or older;11th	White	White
31166	1991	Male	15 years old;10th	Black or African American	Black or African American
36457	1991	Male	18 years old or older;11th	Black or African American	Black or African American
30643	1991	Male	14 years old;9th	White	White
39652	1991	Female	16 years old;10th	Hispanic/Latino	Hispanic/Latino
32133	1991	Male	15 years old;9th	Black or African American	Black or African American
38838	1991	Female	16 years old;10th	All other races	Asian
35252	1991	Male	17 years old;12th	All other races	Am Indian / Alaska Native
36059	1991	Male	18 years old or older;11th	Black or African American	Black or African American
35828	1991	Male	18 years old or older;11th	White	White
32395	1991	Male	16 years old;9th	All other races	Am Indian / Alaska Native
36643	1991	Female	14 years old;10th	Black or African American	Black or African American
38935	1991	Female	16 years old;10th	All other races	NA
31760	1991	Male	15 years old;9th	Black or African American	Black or African American
36482	1991	Male	18 years old or older;11th	Black or African American	Black or African American
38869	1991	Female	16 years old;9th	Black or African American	Black or African American
39139	1991	Female	16 years old;11th	Hispanic/Latino	Hispanic/Latino
35493	1991	Male	18 years old or older;12th	Hispanic/Latino	Hispanic/Latino
41245	1991	Female	17 years old;10th	Hispanic/Latino	Hispanic/Latino
37415	1991	Female	15 years old;10th	White	White
32299	1991	Male	16 years old;9th	White	White
41242	1991	Female	17 years old;12th	Hispanic/Latino	Hispanic/Latino
39093	1991	Female	16 years old;10th	Black or African American	Black or African American
39803	1991	Female	16 years old;11th	Hispanic/Latino	Hispanic/Latino
32422	1991	Male	16 years old;10th	Hispanic/Latino	Hispanic/Latino
41230	1991	Female	17 years old;11th	All other races	NA
36056	1991	Male	18 years old or older;11th	Black or African American	Black or African American
36749	1991	Female	14 years old;9th	White	White
34993	1991	Male	17 years old;9th	Hispanic/Latino	Hispanic/Latino
41770	1991	Female	18 years old or older;12th	Hispanic/Latino	Hispanic/Latino
40362	1991	Female	17 years old;11th	White	White
38395	1991	Female	15 years old;9th	All other races	Asian
35524	1991	Male	18 years old or older;11th	White	White
31397	1991	Male	15 years old;10th	Black or African American	Black or African American
33886	1991	Male	17 years old;11th	White	White
36731	1991	Female	14 years old;9th	Black or African American	Black or African American
37287	1991	Female	15 years old;10th	White	White
39715	1991	Female	16 years old;9th	Hispanic/Latino	Hispanic/Latino
36768	1991	Female	14 years old;9th	Hispanic/Latino	Hispanic/Latino
42777	1991	Female	18 years old or older;10th	Black or African American	Black or African American
32471	1991	Male	16 years old;10th	White	White
33586	1991	Male	16 years old;11th	All other races	Asian
37797	1991	Female	15 years old;10th	Black or African American	Black or African American
42108	1991	Female	18 years old or older;12th	Hispanic/Latino	Hispanic/Latino
32357	1991	Male	16 years old;11th	White	White
41991	1991	Female	18 years old or older;12th	Hispanic/Latino	Hispanic/Latino
39339	1991	Female	16 years old;11th	All other races	NA
41929	1991	Female	18 years old or older;12th	White	White
32094	1991	Male	15 years old;9th	All other races	NA
42279	1991	Female	18 years old or older;10th	Black or African American	Black or African American
32048	1991	Male	15 years old;9th	White	White
32411	1991	Male	16 years old;9th	White	White
38846	1991	Female	16 years old;10th	White	White
33088	1991	Male	16 years old;11th	Hispanic/Latino	Hispanic/Latino
35894	1991	Male	18 years old or older;12th	All other races	NA
37335	1991	Female	15 years old;10th	White	White
37593	1991	Female	15 years old;9th	Hispanic/Latino	Hispanic/Latino
35016	1991	Male	17 years old;11th	White	White
35432	1991	Male	18 years old or older;12th	Black or African American	Black or African American
31266	1991	Male	15 years old;9th	Black or African American	Black or African American
40359	1991	Female	17 years old;12th	White	White
33681	1991	Male	16 years old;11th	Hispanic/Latino	Hispanic/Latino
30661	1991	Male	14 years old;9th	Black or African American	Black or African American
32554	1991	Male	16 years old;11th	White	White
35551	1991	Male	18 years old or older;12th	Black or African American	Black or African American
38845	1991	Female	16 years old;10th	Hispanic/Latino	Hispanic/Latino
35182	1991	Male	17 years old;10th	Black or African American	Black or African American
34042	1991	Male	17 years old;12th	White	White
41788	1991	Female	18 years old or older;12th	White	White
37945	1991	Female	15 years old;9th	All other races	NA
35529	1991	Male	18 years old or older;11th	Black or African American	Black or African American
33631	1991	Male	16 years old;10th	All other races	Asian
40170	1991	Female	16 years old;11th	All other races	Asian
32705	1991	Male	16 years old;9th	Black or African American	Black or African American
38494	1991	Female	15 years old;10th	White	White
37237	1991	Female	15 years old;9th	Black or African American	Black or African American
34256	1991	Male	17 years old;12th	Black or African American	Black or African American
37992	1991	Female	15 years old;9th	All other races	NA
